name,category,count,japanese_name
arcane_vi,4,903,
melina_(elden_ring),4,976,
arcane_jinx,4,1151,
alice_(nikke),4,957,
theodore_riddle,4,1594,
mejiro_bright_(umamusume),4,880,
outis_(project_moon),4,1554,
ike_eveland,4,837,
luca_kaneshiro,4,681,
vox_akuma,4,816,
usada_pekora_(casual),4,779,
ulrich_von_hutten_(azur_lane),4,756,
ouro_kronii_(casual),4,895,
queen_draco_(fate),4,920,
gregor_(project_moon),4,1212,
rodion_(project_moon),4,1256,
ishmael_(project_moon),4,4155,
heathcliff_(project_moon),4,1922,
ryoshu_(project_moon),4,2097,
meursault_(project_moon),4,1199,
dante_(limbus_company),4,1760,
sonetto_(reverse:1999),4,1706,
shadowheart_(baldur's_gate),4,969,
nagomi_yui,4,730,
chihiro_(blue_archive),4,1019,
satsuki_(blue_archive),4,1288,
serika_(swimsuit)_(blue_archive),4,1117,
harada_minoru,4,1850,
shez_(fire_emblem),4,0,
mio_(xenoblade),4,1448,
sakura_laurel_(umamusume),4,752,
quaxly,4,1009,
lovely_labrynth_of_the_silver_castle,4,1592,
aponia_(honkai_impact),4,0,
miquella_(elden_ring),4,807,
pom-pom_(honkai:_star_rail),4,999,
sephiroth_(ever_crisis),4,1055,
kaela_kovalskia,4,1094,
kobo_kanaeru,4,1032,
vestia_zeta,4,887,
reijo_(blue_archive),4,808,
uta_(one_piece),4,1088,
shez_(female)_(fire_emblem),4,0,
nice_nature_(run&win)_(umamusume),4,759,
wakana_shiki,4,976,
tanino_gimlet_(umamusume),4,975,
symboli_kris_s_(umamusume),4,946,
amillion_(zenless_zone_zero),4,965,
anby_demara,4,1649,
nicole_demara,4,3365,
hoshimi_miyabi,4,5388,
corin_wickes,4,1312,
von_lycaon,4,1847,
herta_(honkai:_star_rail),4,3314,
soukaku_(zenless_zone_zero),4,1449,
indomitable_(azur_lane),4,717,
hyakumantenbara_salome_(1st_costume),4,884,
eous_(zenless_zone_zero),4,1966,
aura_(sousou_no_frieren),4,1038,
ubel_(sousou_no_frieren),4,2041,
belle_(zenless_zone_zero),4,4996,
elster_(signalis),4,666,
virtuosa_(arknights),4,1600,
wakamo_(swimsuit)_(blue_archive),4,994,
jing_yuan,4,1151,
female_rover_(wuthering_waves),4,2416,
rover_(wuthering_waves),4,4218,
columbina_(genshin_impact),4,1202,
cinnamiku,4,839,
blade_(honkai:_star_rail),4,2453,
daring_tact_(umamusume),4,1023,
elysia_(herrscher_of_human:_ego)_(honkai_impact),4,3089,
david_martinez,4,691,
wise_(zenless_zone_zero),4,4133,
pozyomka_(arknights),4,825,
surtr_(colorful_wonderland)_(arknights),4,726,
yume_(blue_archive),4,999,
frye_(splatoon),4,1449,
candace_(genshin_impact),4,722,
firefly_(honkai:_star_rail),4,13272,
siberian_chipmunk_(kemono_friends),4,717,
geeta_(pokemon),4,925,
suzuran_(spring_praise)_(arknights),4,1022,
musashi_(azur_lane),4,1045,
alear_(male)_(fire_emblem),4,0,
ivy_(fire_emblem),4,1020,
celine_(fire_emblem),4,844,
secelia_dote,4,831,
haruna_(track)_(blue_archive),4,733,
kei_(blue_archive),4,1078,
fujishima_megumi,4,6117,
hinoshita_kaho,4,6422,
murano_sayaka,4,5103,
osawa_rurino,4,4791,
otomune_kozue,4,5809,
yugiri_tsuzuri,4,4723,
penance_(arknights),4,1051,
mizi_(alien_stage),4,2802,
sua_(alien_stage),4,2943,
fami_(chainsaw_man),4,1098,
mejiro_ramonu_(umamusume),4,1086,
ijichi_seika,4,1004,
commander_(nikke),4,1493,
pa-san,4,946,
poppy_(pokemon),4,726,
scaramouche_(cat)_(genshin_impact),4,1287,
chief_(path_to_nowhere),4,1023,
female_chief_(path_to_nowhere),4,982,
liko_(pokemon),4,1963,
male_rover_(wuthering_waves),4,2232,
tenochtitlan_(fate),4,1341,
tezcatlipoca_(fate),4,1008,
kiana_kaslana_(herrscher_of_finality),4,1174,
yunaka_(fire_emblem),4,825,
gavis_bettel,4,818,
hijiri_ageha,4,849,
chongyue_(arknights),4,1649,
viper_(nikke),4,943,
shinomiya_fuyumi,4,681,
tingyun_(honkai:_star_rail),4,1187,
midori_(maid)_(blue_archive),4,983,
momoi_(maid)_(blue_archive),4,942,
jungle_pocket_(umamusume),4,1855,
fu_xuan_(honkai:_star_rail),4,1221,
neo_universe_(umamusume),4,1021,
lacey_(pokemon),4,1087,
kasane_teto_(sv),4,3820,
nanashi_mumei_(casual),4,733,
shiina_taki,4,5478,
akira_(blue_archive),4,1132,
iseri_nina,4,5758,
yinlin_(wuthering_waves),4,1025,
charlotte_(genshin_impact),4,767,
awa_subaru,4,2402,
ebizuka_tomo,4,1234,
kawaragi_momoka,4,4962,
rupa_(girls_band_cry),4,1224,
miyako_(swimsuit)_(blue_archive),4,1732,
yamato_takeru_(fate),4,1148,
nagasaki_soyo,4,6687,
freminet_(genshin_impact),4,979,
sigewinne_(genshin_impact),4,1313,
chihaya_anon,4,7513,
kaname_raana,4,2236,
takamatsu_tomori,4,3463,
hindenburg_(azur_lane),4,728,
nerissa_ravencroft_(1st_costume),4,1687,
anis_(sparkling_summer)_(nikke),4,860,
koseki_bijou_(1st_costume),4,1075,
artoria_caster_(swimsuit_berserker)_(fate),4,0,
togawa_sakiko,4,7189,
wakaba_mutsumi,4,5199,
shalom_(path_to_nowhere),4,774,
baobhan_sith_(swimsuit_pretender)_(fate),4,0,
yahata_umiri,4,4739,
jinhsi_(wuthering_waves),4,1425,
yomotsu_hisami,4,877,
sam_(honkai:_star_rail),4,796,
tenkajin_chiyari,4,782,
topaz_(honkai:_star_rail),4,1689,
miyamoto_iori_(fate),4,959,
misumi_uika,4,4572,
red_hood_(nikke),4,1028,
juufuutei_raden,4,1119,
ichijou_ririka,4,1224,
owari_(azur_lane),4,812,
black_swan_(honkai:_star_rail),4,2701,
ruan_mei_(honkai:_star_rail),4,1879,
huohuo_(honkai:_star_rail),4,779,
verxina_(umamusume),4,1515,
vivlos_(umamusume),4,1549,
pomni_(the_amazing_digital_circus),4,1219,
focalors_(genshin_impact),4,825,
37_(reverse:1999),4,1172,
ao_isami,4,1889,
lewis_smith,4,1582,
aventurine_(honkai:_star_rail),4,3761,
dr._ratio_(honkai:_star_rail),4,2034,
cinderella_(nikke),4,1388,
grace_howard,4,1282,
alexandrina_sebastiane,4,981,
ellen_joe,4,6715,
acheron_(honkai:_star_rail),4,5761,
chiori_(genshin_impact),4,1262,
sparkle_(honkai:_star_rail),4,4901,
sunday_(honkai:_star_rail),4,2126,
robin_(honkai:_star_rail),4,4007,
nekoyashiki_yuki,4,952,
kayoko_(dress)_(blue_archive),4,1911,
kazusa_(band)_(blue_archive),4,1316,
mari_(idol)_(blue_archive),4,1003,
shu_(arknights),4,3717,
aru_(dress)_(blue_archive),4,943,
elegg_(nikke),4,1846,
saori_(dress)_(blue_archive),4,965,
orfevre_(umamusume),4,1161,
gentildonna_(umamusume),4,2206,
still_in_love_(umamusume),4,1550,
dantsu_flame_(umamusume),4,1686,
nanashi_mumei_(emo),4,879,
fujita_kotone,4,2842,
hanami_saki,4,1713,
tsukimura_temari,4,1620,
hanami_ume,4,1945,
shinosawa_hiro,4,3654,
katsuragi_lilja,4,1276,
himesaki_rinami,4,1354,
boothill_(honkai:_star_rail),4,1016,
sensei_(blue_archive_the_animation),4,949,
hikari_(blue_archive),4,4231,
nozomi_(blue_archive),4,4190,
zhu_yuan,4,2813,
anyoji_hime,4,4022,
kachimachi_kosuzu,4,3753,
momose_ginko,4,4782,
changli_(wuthering_waves),4,3016,
camellya_(wuthering_waves),4,1831,
yunli_(honkai:_star_rail),4,940,
mo_chengwei,4,692,
li_yuting_(male),4,945,
li_yuting_(female),4,877,
ziche_fuzhao,4,1255,
cecilia_immergreen,4,1723,
elizabeth_rose_bloodflame,4,1585,
gigi_murin,4,1910,
raora_panthera,4,2932,
fubuki_(swimsuit)_(blue_archive),4,817,
kanna_(swimsuit)_(blue_archive),4,1931,
luciana_de_montefio,4,1666,
qingyi_(zenless_zone_zero),4,1478,
kinich_(genshin_impact),4,1273,
mualani_(genshin_impact),4,1459,
tsukishiro_yanagi,4,3078,
seth_lowell,4,996,
jane_doe_(zenless_zone_zero),4,4120,
citlali_(genshin_impact),4,2821,
mavuika_(genshin_impact),4,2024,
feixiao_(honkai:_star_rail),4,1391,
professor_niyaniya_(blue_archive),4,2207,
shorekeeper_(wuthering_waves),4,1810,
caesar_king_(zenless_zone_zero),4,1325,
burnice_white,4,2421,
brazilian_miku,4,1791,
heroine_(homicipher),4,0,
